alias,wbgene
col-60,WBGene00000636
F22D6.10,WBGene00000636
col-61,WBGene00000637
C01H6.1,WBGene00000637
col-62,WBGene00000638
C15A11.6,WBGene00000638
col-63,WBGene00000639
ZK265.2,WBGene00000639
col-64,WBGene00000640
F52F12.2,WBGene00000640
col-65,WBGene00000641
K08C9.4,WBGene00000641
col-66,WBGene00000642
F15D3.3,WBGene00000642
col-68,WBGene00000644
C50D2.4,WBGene00000644
col-69,WBGene00000645
K01A2.7,WBGene00000645
col-71,WBGene00000647
Y49F6B.10,WBGene00000647
col-72,WBGene00000648
W09G10.1,WBGene00000648
col-73,WBGene00000649
F11G11.12,WBGene00000649
col-74,WBGene00000650
ZK1248.2,WBGene00000650
col-75,WBGene00000651
K03H9.2,WBGene00000651
col-76,WBGene00000652
M110.1,WBGene00000652
col-77,WBGene00000653
M195.1,WBGene00000653
col-78,WBGene00000654
W07A12.5,WBGene00000654
col-79,WBGene00000655
C09G5.3,WBGene00000655
col-80,WBGene00000656
C09G5.5,WBGene00000656
col-81,WBGene00000657
F38A3.1,WBGene00000657
col-83,WBGene00000658
F33A8.9,WBGene00000658
col-84,WBGene00000659
K12D12.3,WBGene00000659
col-85,WBGene00000660
T21B4.2,WBGene00000660
col-86,WBGene00000661
Y81G3A.5,WBGene00000661
col-87,WBGene00000662
Y39G8C.4,WBGene00000662
col-88,WBGene00000663
W05G11.3,WBGene00000663
col-89,WBGene00000664
F17C8.2,WBGene00000664
col-90,WBGene00000665
C29E4.1,WBGene00000665
col-91,WBGene00000666
F09G8.6,WBGene00000666
col-92,WBGene00000667
W05B2.6,WBGene00000667
col-93,WBGene00000668
W05B2.5,WBGene00000668
col-94,WBGene00000669
W05B2.1,WBGene00000669
col-95,WBGene00000670
Y41C4A.16,WBGene00000670
col-96,WBGene00000671
Y41C4A.19,WBGene00000671
col-97,WBGene00000672
ZK1010.7,WBGene00000672
col-98,WBGene00000673
F14F7.1,WBGene00000673
col-99,WBGene00000674
F29C4.8,WBGene00000674
col-101,WBGene00000675
K02D7.3,WBGene00000675
col-102,WBGene00000676
C18H7.3,WBGene00000676
col-103,WBGene00000677
F56B3.1,WBGene00000677
col-104,WBGene00000678
F58F6.1,WBGene00000678
col-105,WBGene00000679
F58F6.2,WBGene00000679
col-106,WBGene00000680
Y77E11A.15,WBGene00000680
col-107,WBGene00000681
C34H4.4,WBGene00000681
col-108,WBGene00000682
Y41D4A.2,WBGene00000682
col-109,WBGene00000683
Y38C1BA.3,WBGene00000683
col-110,WBGene00000684
F19C7.7,WBGene00000684
col-111,WBGene00000685
F29B9.9,WBGene00000685
col-113,WBGene00000687
C34D4.15,WBGene00000687
col-114,WBGene00000688
D2024.8,WBGene00000688
col-115,WBGene00000689
Y42H9B.1,WBGene00000689
col-116,WBGene00000690
F17E9.1,WBGene00000690
col-117,WBGene00000691
T28C6.4,WBGene00000691
col-118,WBGene00000692
T11B7.3,WBGene00000692
col-119,WBGene00000693
C53B4.5,WBGene00000693
col-120,WBGene00000694
Y11D7A.11,WBGene00000694
col-121,WBGene00000695
F56D5.1,WBGene00000695
col-122,WBGene00000696
T05A1.2,WBGene00000696
col-123,WBGene00000697
W08D2.6,WBGene00000697
col-124,WBGene00000698
C24F3.6,WBGene00000698
col-125,WBGene00000699
C29F4.1,WBGene00000699
col-126,WBGene00000700
F54D1.2,WBGene00000700
col-127,WBGene00000701
F54D1.3,WBGene00000701
col-128,WBGene00000702
F12F6.9,WBGene00000702
col-129,WBGene00000703
M18.1,WBGene00000703
col-130,WBGene00000704
F08G5.4,WBGene00000704
col-131,WBGene00000705
C39E9.3,WBGene00000705
col-132,WBGene00000706
C39E9.9,WBGene00000706
col-133,WBGene00000707
F52B11.4,WBGene00000707
col-135,WBGene00000708
M199.5,WBGene00000708
col-136,WBGene00000709
Y51H4A.28,WBGene00000709
col-137,WBGene00000710
Y51H4A.9,WBGene00000710
col-138,WBGene00000711
C52D10.13,WBGene00000711
col-139,WBGene00000712
F41F3.4,WBGene00000712
col-140,WBGene00000713
F26F12.1,WBGene00000713
col-141,WBGene00000714
T15B7.5,WBGene00000714
col-142,WBGene00000715
T15B7.4,WBGene00000715
col-143,WBGene00000716
T15B7.3,WBGene00000716
col-144,WBGene00000717
B0222.6,WBGene00000717
col-145,WBGene00000718
B0222.7,WBGene00000718
col-146,WBGene00000719
T06E4.6,WBGene00000719
col-147,WBGene00000720
T06E4.4,WBGene00000720
col-148,WBGene00000721
C12D8.8,WBGene00000721
col-149,WBGene00000722
B0024.1,WBGene00000722
col-150,WBGene00000723
B0024.2,WBGene00000723
col-151,WBGene00000724
AC3.6,WBGene00000724
col-152,WBGene00000725
F32G8.5,WBGene00000725
col-153,WBGene00000726
F17C11.3,WBGene00000726
col-154,WBGene00000727
F55C10.2,WBGene00000727
col-155,WBGene00000728
F55C10.3,WBGene00000728
col-156,WBGene00000729
F57B7.3,WBGene00000729
col-157,WBGene00000730
T11F9.9,WBGene00000730
col-158,WBGene00000731
D2023.7,WBGene00000731
col-159,WBGene00000732
F57B1.3,WBGene00000732
col-160,WBGene00000733
F57B1.4,WBGene00000733
col-161,WBGene00000734
C50B6.4,WBGene00000734
col-162,WBGene00000735
Y2H9A.3,WBGene00000735
col-163,WBGene00000736
F46B3.17,WBGene00000736
col-164,WBGene00000737
T21D9.1,WBGene00000737
col-165,WBGene00000738
F14H12.1,WBGene00000738
col-166,WBGene00000739
T07H6.3,WBGene00000739
col-167,WBGene00000740
T10E10.2,WBGene00000740
col-168,WBGene00000741
T10E10.1,WBGene00000741
col-169,WBGene00000742
T10E10.5,WBGene00000742
col-170,WBGene00000743
T10E10.6,WBGene00000743
col-171,WBGene00000744
T10E10.7,WBGene00000744
col-172,WBGene00000745
F38B6.5,WBGene00000745
col-173,WBGene00000746
F41C6.5,WBGene00000746
col-174,WBGene00000747
F46C8.2,WBGene00000747
col-175,WBGene00000748
C35B8.1,WBGene00000748
col-176,WBGene00000749
ZC373.7,WBGene00000749
col-177,WBGene00000750
F59F3.2,WBGene00000750
col-178,WBGene00000751
C34F6.2,WBGene00000751
col-179,WBGene00000752
C34F6.3,WBGene00000752
col-180,WBGene00000753
C44C10.1,WBGene00000753
col-181,WBGene00000754
W03G11.1,WBGene00000754
col-182,WBGene00000755
R09A8.4,WBGene00000755
col-183,WBGene00000756
F02D10.1,WBGene00000756
col-184,WBGene00000757
F15A2.1,WBGene00000757
col-185,WBGene00000758
H06A10.2,WBGene00000758
col-186,WBGene00000759
E03G2.4,WBGene00000759
col-187,WBGene00000760
C30F2.1,WBGene00000760
coq-1,WBGene00000761
C24A11.9,WBGene00000761
coq-2,WBGene00000762
F57B9.4,WBGene00000762
coq-3,WBGene00000763
Y57G11C.11,WBGene00000763
coq-4,WBGene00000764
T03F1.2,WBGene00000764
coq-5,WBGene00000765
ZK652.9,WBGene00000765
coq-6,WBGene00000766
K07B1.2,WBGene00000766
coq-8,WBGene00000767
C35D10.4,WBGene00000767
cor-1,WBGene00000768
R01H10.3,WBGene00000768
cpb-1,WBGene00000770
C40H1.1,WBGene00000770
cpb-2,WBGene00000771
C30B5.3,WBGene00000771
cpb-3,WBGene00000772
B0414.5,WBGene00000772
cpf-1,WBGene00000773
F28C6.3,WBGene00000773
cpf-2,WBGene00000774
F56A8.6,WBGene00000774
cpin-1,WBGene00000775
F38E11.3,WBGene00000775
cpl-1,WBGene00000776
T03E6.7,WBGene00000776
cpn-1,WBGene00000777
F43G9.9,WBGene00000777
cpn-2,WBGene00000778
D1069.2,WBGene00000778
cpn-3,WBGene00000779
F28H1.2,WBGene00000779
cpn-4,WBGene00000780
F49D11.8,WBGene00000780
cpr-1,WBGene00000781
C52E4.1,WBGene00000781
cpr-2,WBGene00000782
F36D3.9,WBGene00000782
cpr-3,WBGene00000783
T10H4.12,WBGene00000783
cpr-4,WBGene00000784
F44C4.3,WBGene00000784
cpr-5,WBGene00000785
W07B8.5,WBGene00000785
cpr-6,WBGene00000786
C25B8.3,WBGene00000786
cps-6,WBGene00000787
C41D11.8,WBGene00000787
cpz-1,WBGene00000788
F32B5.8,WBGene00000788
cpz-2,WBGene00000789
M04G12.2,WBGene00000789
crb-1,WBGene00000792
F11C7.4,WBGene00000792
crh-1,WBGene00000793
Y41C4A.4,WBGene00000793
crn-1,WBGene00000794
Y47G6A.8,WBGene00000794
crn-2,WBGene00000795
CD4.2,WBGene00000795
crn-3,WBGene00000796
C14A4.4,WBGene00000796
crn-4,WBGene00000797
AH9.2,WBGene00000797
crn-5,WBGene00000798
C14A4.5,WBGene00000798
crn-6,WBGene00000799
K04H4.6,WBGene00000799
cars-1,WBGene00000800
Y23H5A.7,WBGene00000800
cars-2,WBGene00000801
Y23H5A.1,WBGene00000801
crt-1,WBGene00000802
Y38A10A.5,WBGene00000802
csb-1,WBGene00000803
F53H4.1,WBGene00000803
csc-1,WBGene00000804
Y48E1B.12,WBGene00000804
csk-1,WBGene00000812
Y48G1C.2,WBGene00000812
csn-1,WBGene00000813
Y59A8A.1,WBGene00000813
csn-2,WBGene00000814
B0025.2,WBGene00000814
csn-3,WBGene00000815
Y38C1AA.2,WBGene00000815
csn-4,WBGene00000816
Y55F3AM.15,WBGene00000816
csn-5,WBGene00000817
B0547.1,WBGene00000817
csn-6,WBGene00000818
Y67H2A.6,WBGene00000818
csp-1,WBGene00000819
Y48E1B.13,WBGene00000819
csp-2,WBGene00000820
Y73B6BL.7,WBGene00000820
csp-3,WBGene00000821
Y47H9C.6,WBGene00000821
csq-1,WBGene00000822
F40E10.3,WBGene00000822
ctb-1,WBGene00000829
MTCE.21,WBGene00000829
ctl-1,WBGene00000830
Y54G11A.6,WBGene00000830
ctl-2,WBGene00000831
Y54G11A.5,WBGene00000831
ctn-1,WBGene00000832
Y23H5A.5,WBGene00000832
cts-1,WBGene00000833
T20G5.2,WBGene00000833
cua-1,WBGene00000834
Y76A2A.2,WBGene00000834
cuc-1,WBGene00000835
ZK652.11,WBGene00000835
cul-1,WBGene00000836
D2045.6,WBGene00000836
cul-2,WBGene00000837
ZK520.4,WBGene00000837
cul-3,WBGene00000838
Y108G3AL.1,WBGene00000838
cul-4,WBGene00000839
F45E12.3,WBGene00000839
cul-5,WBGene00000840
ZK856.1,WBGene00000840
cul-6,WBGene00000841
K08E7.7,WBGene00000841
cup-2,WBGene00000843
F25D7.1,WBGene00000843
cup-4,WBGene00000845
C02C2.3,WBGene00000845
cup-5,WBGene00000846
R13A5.1,WBGene00000846
cut-1,WBGene00000851
C47G2.1,WBGene00000851
cut-6,WBGene00000853
M142.2,WBGene00000853
cux-7,WBGene00000854
C07H6.8,WBGene00000854
cwn-1,WBGene00000857
K10B4.6,WBGene00000857
cwn-2,WBGene00000858
W01B6.1,WBGene00000858
cwp-1,WBGene00000859
C37H5.10,WBGene00000859
cwp-2,WBGene00000860
C37H5.11,WBGene00000860
cwp-3,WBGene00000861
C37H5.4,WBGene00000861
cwp-4,WBGene00000862
K11D12.1,WBGene00000862
cya-1,WBGene00000863
ZK507.6,WBGene00000863
cya-2,WBGene00000864
F59H6.7,WBGene00000864
cyb-1,WBGene00000865
ZC168.4,WBGene00000865
cyb-2.1,WBGene00000866
Y43E12A.1,WBGene00000866
cyb-2.2,WBGene00000867
H31G24.4,WBGene00000867
cyb-3,WBGene00000868
T06E6.2,WBGene00000868
cyc-1,WBGene00000869
C54G4.8,WBGene00000869
cyd-1,WBGene00000870
Y38F1A.5,WBGene00000870
cye-1,WBGene00000871
C37A2.4,WBGene00000871
cyk-1,WBGene00000872
F11H8.4,WBGene00000872
cyk-3,WBGene00000874
ZK328.1,WBGene00000874
cyk-4,WBGene00000875
K08E3.6,WBGene00000875
cyl-1,WBGene00000876
C52E4.6,WBGene00000876
cyn-1,WBGene00000877
Y49A3A.5,WBGene00000877
cyn-2,WBGene00000878
ZK520.5,WBGene00000878
cyn-3,WBGene00000879
Y75B12B.5,WBGene00000879
cyn-4,WBGene00000880
F59E10.2,WBGene00000880
cyn-5,WBGene00000881
F31C3.1,WBGene00000881
cyn-6,WBGene00000882
F42G9.2,WBGene00000882
cyn-7,WBGene00000883
Y75B12B.2,WBGene00000883
cyn-8,WBGene00000884
D1009.2,WBGene00000884
cyn-9,WBGene00000885
T27D1.1,WBGene00000885
cyn-10,WBGene00000886
B0252.4,WBGene00000886
cyn-11,WBGene00000887
T01B7.4,WBGene00000887
cyn-12,WBGene00000888
C34D4.12,WBGene00000888
cyn-13,WBGene00000889
Y116A8C.34,WBGene00000889
sig-7,WBGene00000890
F39H2.2,WBGene00000890
cyn-15,WBGene00000891
Y87G2A.6,WBGene00000891
cyn-16,WBGene00000892
Y17G7B.9,WBGene00000892
cyn-17,WBGene00000893
ZC250.1,WBGene00000893
dab-1,WBGene00000894
M110.5,WBGene00000894
dac-1,WBGene00000895
B0412.1,WBGene00000895
dad-1,WBGene00000896
F57B10.10,WBGene00000896
daf-1,WBGene00000897
F29C4.1,WBGene00000897
daf-2,WBGene00000898
Y55D5A.5,WBGene00000898
daf-3,WBGene00000899
F25E2.5,WBGene00000899
daf-4,WBGene00000900
C05D2.1,WBGene00000900
daf-5,WBGene00000901
W01G7.1,WBGene00000901
daf-6,WBGene00000902
F31F6.5,WBGene00000902
daf-7,WBGene00000903
B0412.2,WBGene00000903
daf-8,WBGene00000904
R05D11.1,WBGene00000904
daf-9,WBGene00000905
T13C5.1,WBGene00000905
daf-10,WBGene00000906
F23B2.4,WBGene00000906
daf-11,WBGene00000907
B0240.3,WBGene00000907
daf-12,WBGene00000908
F11A1.3,WBGene00000908
daf-14,WBGene00000910
F01G10.8,WBGene00000910
daf-15,WBGene00000911
C10C5.6,WBGene00000911
daf-16,WBGene00000912
R13H8.1,WBGene00000912
daf-18,WBGene00000913
T07A9.6,WBGene00000913
daf-19,WBGene00000914
F33H1.1,WBGene00000914
hsp-90,WBGene00000915
C47E8.5,WBGene00000915
daf-25,WBGene00000917
Y48G1A.3,WBGene00000917
daf-28,WBGene00000920
Y116F11B.1,WBGene00000920
daf-31,WBGene00000923
K07H8.3,WBGene00000923
dao-2,WBGene00000928
M03A1.7,WBGene00000928
dao-3,WBGene00000929
K07E3.3,WBGene00000929
dao-4,WBGene00000930
ZC373.6,WBGene00000930
dao-5,WBGene00000931
C25A1.10,WBGene00000931
dao-6,WBGene00000932
T05G5.12,WBGene00000932
dap-3,WBGene00000933
C14A4.2,WBGene00000933
dat-1,WBGene00000934
T23G5.5,WBGene00000934
daz-1,WBGene00000935
F56D1.7,WBGene00000935
dbl-1,WBGene00000936
T25F10.2,WBGene00000936
dbr-1,WBGene00000937
C55B7.8,WBGene00000937
dcp-66,WBGene00000938
C26C6.5,WBGene00000938
dcr-1,WBGene00000939
K12H4.8,WBGene00000939
dcs-1,WBGene00000940
Y113G7A.9,WBGene00000940
ddp-1,WBGene00000941
Y39A3CR.4,WBGene00000941
deb-1,WBGene00000942
ZC477.9,WBGene00000942
deg-1,WBGene00000950
C47C12.6,WBGene00000950
deg-3,WBGene00000951
K03B8.9,WBGene00000951
del-1,WBGene00000952
E02H4.1,WBGene00000952
del-2,WBGene00000953
F58G6.6,WBGene00000953
des-2,WBGene00000955
T26H10.1,WBGene00000955
dgk-1,WBGene00000958
C09E10.2,WBGene00000958
dgk-2,WBGene00000959
F46H6.2,WBGene00000959
dgk-3,WBGene00000960
F54G8.2,WBGene00000960
dgn-1,WBGene00000961
T21B6.1,WBGene00000961
dhc-1,WBGene00000962
T21E12.4,WBGene00000962
dhp-1,WBGene00000963
R06C7.3,WBGene00000963
dhp-2,WBGene00000964
C47E12.8,WBGene00000964
dhs-1,WBGene00000965
C01G8.3,WBGene00000965
dhs-2,WBGene00000966
F55A12.4,WBGene00000966
dhs-3,WBGene00000967
T02E1.5,WBGene00000967
dhs-4,WBGene00000968
T05F1.10,WBGene00000968
dhs-5,WBGene00000969
F56D1.5,WBGene00000969
dhs-6,WBGene00000970
C17G10.8,WBGene00000970
dhs-7,WBGene00000971
E04F6.7,WBGene00000971
dhs-8,WBGene00000972
K10H10.3,WBGene00000972
dhs-9,WBGene00000973
Y32H12A.3,WBGene00000973
dhs-11,WBGene00000974
Y39A1A.11,WBGene00000974
dhs-12,WBGene00000975
K08F4.9,WBGene00000975
dhs-13,WBGene00000976
F36H9.3,WBGene00000976
dhs-14,WBGene00000977
R05D8.8,WBGene00000977
dhs-15,WBGene00000978
R05D8.10,WBGene00000978
dhs-16,WBGene00000979
C10F3.2,WBGene00000979
dhs-17,WBGene00000980
F29G9.6,WBGene00000980
dhs-18,WBGene00000981
C45B11.3,WBGene00000981
dhs-19,WBGene00000982
T11F9.11,WBGene00000982
dhs-20,WBGene00000983
F35B12.2,WBGene00000983
dhs-21,WBGene00000984
R11D1.11,WBGene00000984
dhs-22,WBGene00000985
C15H11.4,WBGene00000985
dhs-23,WBGene00000986
R08H2.1,WBGene00000986
dhs-24,WBGene00000987
Y60A3A.10,WBGene00000987
dhs-25,WBGene00000988
F09E10.3,WBGene00000988
dhs-26,WBGene00000989
ZK816.5,WBGene00000989
dhs-27,WBGene00000990
C04F6.5,WBGene00000990
dhs-28,WBGene00000991
M03A8.1,WBGene00000991
dhs-29,WBGene00000992
F27D9.6,WBGene00000992
dhs-30,WBGene00000993
T25G12.7,WBGene00000993
ints-6,WBGene00000994
F08B4.1,WBGene00000994
die-1,WBGene00000995
C18D1.1,WBGene00000995
dif-1,WBGene00000996
F49E8.5,WBGene00000996
dig-1,WBGene00000998
K07E12.1,WBGene00000998
dim-1,WBGene00001000
C18A11.7,WBGene00001000
dis-3,WBGene00001001
C04G2.6,WBGene00001001
div-1,WBGene00001002
R01H10.1,WBGene00001002
dlc-1,WBGene00001005
T26A5.9,WBGene00001005
dlg-1,WBGene00001006
C25F6.2,WBGene00001006
dli-1,WBGene00001007
C39E9.14,WBGene00001007
dlk-1,WBGene00001008
F33E2.2,WBGene00001008
dna-2,WBGene00001016
F43G6.1,WBGene00001016
dnc-1,WBGene00001017
ZK593.5,WBGene00001017
dnc-2,WBGene00001018
C28H8.12,WBGene00001018
dnj-1,WBGene00001019
B0035.14,WBGene00001019
dnj-2,WBGene00001020
B0035.2,WBGene00001020
dnj-3,WBGene00001021
C01G10.12,WBGene00001021
dnj-4,WBGene00001022
C01G8.4,WBGene00001022
dnj-5,WBGene00001023
C04A2.7,WBGene00001023
dnj-7,WBGene00001025
C55B6.2,WBGene00001025
dnj-8,WBGene00001026
C56C10.13,WBGene00001026
dnj-9,WBGene00001027
F11G11.7,WBGene00001027
dnj-10,WBGene00001028
F22B7.5,WBGene00001028
dnj-11,WBGene00001029
F38A5.13,WBGene00001029
dnj-12,WBGene00001030
F39B2.10,WBGene00001030
dnj-13,WBGene00001031
F54D5.8,WBGene00001031
dnj-14,WBGene00001032
K02G10.8,WBGene00001032
dnj-15,WBGene00001033
K08D10.2,WBGene00001033
dnj-16,WBGene00001034
R74.4,WBGene00001034
dnj-17,WBGene00001035
T03F6.2,WBGene00001035
dnj-18,WBGene00001036
T04A8.9,WBGene00001036
dnj-19,WBGene00001037
T05C3.5,WBGene00001037
dnj-20,WBGene00001038
T15H9.7,WBGene00001038
dnj-21,WBGene00001039
T19B4.4,WBGene00001039
dnj-22,WBGene00001040
T23B12.7,WBGene00001040
dnj-23,WBGene00001041
T24H10.3,WBGene00001041
dnj-24,WBGene00001042
W03A5.7,WBGene00001042
dnj-25,WBGene00001043
W07A8.3,WBGene00001043
dnj-26,WBGene00001044
Y39C12A.8,WBGene00001044
dnj-27,WBGene00001045
Y47H9C.5,WBGene00001045
dnj-28,WBGene00001046
Y54E10BL.4,WBGene00001046
dnj-29,WBGene00001047
Y63D3A.6,WBGene00001047
dnj-30,WBGene00001048
Y71F9B.16,WBGene00001048
dog-1,WBGene00001049
F33H2.1,WBGene00001049
dom-3,WBGene00001050
F54C1.2,WBGene00001050
cks-1,WBGene00001051
C09G4.3,WBGene00001051
dop-1,WBGene00001052
F15A8.5,WBGene00001052
dop-2,WBGene00001053
K09G1.4,WBGene00001053
dpf-1,WBGene00001054
T23F1.7,WBGene00001054
dpf-2,WBGene00001055
C27C12.7,WBGene00001055
dpf-3,WBGene00001056
K02F2.1,WBGene00001056
dpf-4,WBGene00001057
F01F1.5,WBGene00001057
dpf-5,WBGene00001058
R11E3.8,WBGene00001058
dpf-6,WBGene00001059
F44B9.1,WBGene00001059
dpf-7,WBGene00001060
R11E3.7,WBGene00001060
dpl-1,WBGene00001061
T23G7.1,WBGene00001061
dpr-1,WBGene00001062
R10D12.2,WBGene00001062
dpy-1,WBGene00001063
M01E10.2,WBGene00001063
dpy-2,WBGene00001064
T14B4.6,WBGene00001064
dpy-3,WBGene00001065
EGAP7.1,WBGene00001065
dpy-4,WBGene00001066
Y41E3.2,WBGene00001066
dpy-5,WBGene00001067
F27C1.8,WBGene00001067
dpy-6,WBGene00001068
F16F9.2,WBGene00001068
dpy-7,WBGene00001069
F46C8.6,WBGene00001069
dpy-8,WBGene00001070
C31H2.2,WBGene00001070
dpy-9,WBGene00001071
T21D12.2,WBGene00001071
dpy-10,WBGene00001072
T14B4.7,WBGene00001072
dpy-11,WBGene00001073
F46E10.9,WBGene00001073
dpy-13,WBGene00001074
F30B5.1,WBGene00001074
dpy-14,WBGene00001075
H27M09.4,WBGene00001075
dpy-17,WBGene00001076
F54D8.1,WBGene00001076
dpy-18,WBGene00001077
Y47D3B.10,WBGene00001077
dpy-19,WBGene00001078
F22B7.10,WBGene00001078
dpy-20,WBGene00001079
T22B3.1,WBGene00001079
dpy-21,WBGene00001080
Y59A8B.1,WBGene00001080
dpy-22,WBGene00001081
F47A4.2,WBGene00001081
dpy-23,WBGene00001082
R160.1,WBGene00001082
dpy-26,WBGene00001085
C25G4.5,WBGene00001085
dpy-27,WBGene00001086
R13G10.1,WBGene00001086
dpy-28,WBGene00001087
Y39A1B.3,WBGene00001087
dpy-30,WBGene00001088
ZK863.6,WBGene00001088
dre-1,WBGene00001089
K04A8.6,WBGene00001089
drh-1,WBGene00001090
F15B10.2,WBGene00001090
drh-2,WBGene00001091
C01B10.1,WBGene00001091
dro-1,WBGene00001092
F53A2.5,WBGene00001092
drp-1,WBGene00001093
T12E12.4,WBGene00001093
dars-1,WBGene00001094
B0464.1,WBGene00001094
dars-2,WBGene00001095
F10C2.6,WBGene00001095
dsc-1,WBGene00001096
C18B12.3,WBGene00001096
dsc-4,WBGene00001099
K02D7.4,WBGene00001099
dsh-1,WBGene00001101
C34F11.9,WBGene00001101
dsh-2,WBGene00001102
C27A2.6,WBGene00001102
dsl-1,WBGene00001103
W09G12.4,WBGene00001103
dsl-2,WBGene00001104
W09G12.1,WBGene00001104
dsl-3,WBGene00001105
Y41D4B.10,WBGene00001105
dsl-4,WBGene00001106
F16B12.2,WBGene00001106
dsl-5,WBGene00001107
F58B3.8,WBGene00001107
dsl-6,WBGene00001108
H02I12.4,WBGene00001108
dsl-7,WBGene00001109
F15B9.9,WBGene00001109
duo-1,WBGene00001110
F38B7.5,WBGene00001110
duo-2,WBGene00001111
F29C4.5,WBGene00001111
duo-3,WBGene00001112
Y106G6H.12,WBGene00001112
dur-1,WBGene00001113
F25H8.5,WBGene00001113
dyb-1,WBGene00001115
F47G6.1,WBGene00001115
dyc-1,WBGene00001116
C33G3.1,WBGene00001116
dyf-1,WBGene00001117
F54C1.5,WBGene00001117
dyf-2,WBGene00001118
ZK520.3,WBGene00001118
dyf-3,WBGene00001119
C04C3.5,WBGene00001119
dyf-5,WBGene00001121
M04C9.5,WBGene00001121
dyf-6,WBGene00001122
F46F6.4,WBGene00001122
dyf-7,WBGene00001123
C43C3.3,WBGene00001123
dyf-11,WBGene00001127
C02H7.1,WBGene00001127
dyf-13,WBGene00001129
C27H5.7,WBGene00001129
dyn-1,WBGene00001130
C02C6.1,WBGene00001130
dys-1,WBGene00001131
F15D3.1,WBGene00001131
alp-1,WBGene00001132
T11B7.4,WBGene00001132
eat-2,WBGene00001133
Y48B6A.4,WBGene00001133
eat-3,WBGene00001134
D2013.5,WBGene00001134
eat-4,WBGene00001135
ZK512.6,WBGene00001135
eat-5,WBGene00001136
F13G3.8,WBGene00001136
eat-6,WBGene00001137
B0365.3,WBGene00001137
eat-16,WBGene00001145
C16C2.2,WBGene00001145
eat-20,WBGene00001148
H30A04.1,WBGene00001148
bcat-1,WBGene00001149
K02A4.1,WBGene00001149
ech-1.1,WBGene00001150
C29F3.1,WBGene00001150
ech-2,WBGene00001151
F38H4.8,WBGene00001151
ech-3,WBGene00001152
F43H9.1,WBGene00001152
ech-4,WBGene00001153
R06F6.9,WBGene00001153
ech-5,WBGene00001154
F56B3.5,WBGene00001154
ech-6,WBGene00001155
T05G5.6,WBGene00001155
ech-7,WBGene00001156
Y105E8A.4,WBGene00001156
ech-8,WBGene00001157
F01G10.2,WBGene00001157
ech-9,WBGene00001158
F01G10.3,WBGene00001158
eff-1,WBGene00001159
C26D10.5,WBGene00001159
efk-1,WBGene00001160
F42A10.4,WBGene00001160
efl-1,WBGene00001161
Y102A5C.18,WBGene00001161
efl-2,WBGene00001162
Y48C3A.17,WBGene00001162
efn-2,WBGene00001163
C43F9.8,WBGene00001163
efn-3,WBGene00001164
F15A2.5,WBGene00001164
efn-4,WBGene00001165
F56A11.3,WBGene00001165
eftu-2,WBGene00001166
ZK328.2,WBGene00001166
eef-2,WBGene00001167
F25H5.4,WBGene00001167
eef-1A.1,WBGene00001168
F31E3.5,WBGene00001168
eef-1A.2,WBGene00001169
R03G5.1,WBGene00001169
egl-1,WBGene00001170
F23B12.9,WBGene00001170
egl-2,WBGene00001171
F16B3.1,WBGene00001171
egl-3,WBGene00001172
C51E3.7,WBGene00001172
egl-4,WBGene00001173
F55A8.2,WBGene00001173
egl-5,WBGene00001174
C08C3.1,WBGene00001174
egl-6,WBGene00001175
C46F4.1,WBGene00001175
egl-8,WBGene00001177
B0348.4,WBGene00001177
egl-9,WBGene00001178
F22E12.4,WBGene00001178
egl-10,WBGene00001179
F28C1.2,WBGene00001179
egl-13,WBGene00001182
T22B7.1,WBGene00001182
egl-15,WBGene00001184
F58A3.2,WBGene00001184
egl-17,WBGene00001185
F38G1.2,WBGene00001185
egl-18,WBGene00001186
F55A8.1,WBGene00001186
egl-19,WBGene00001187
C48A7.1,WBGene00001187
egl-20,WBGene00001188
W08D2.1,WBGene00001188
egl-21,WBGene00001189
F01D4.4,WBGene00001189
egl-23,WBGene00001190
Y37A1B.11,WBGene00001190
egl-26,WBGene00001193
C23H3.1,WBGene00001193
egl-27,WBGene00001194
C04A2.3,WBGene00001194
egl-30,WBGene00001196
M01D7.7,WBGene00001196
egl-36,WBGene00001202
R07A4.1,WBGene00001202
egl-38,WBGene00001204
C04G2.7,WBGene00001204
egl-43,WBGene00001207
R53.3,WBGene00001207
egl-44,WBGene00001208
F28B12.2,WBGene00001208
egl-45,WBGene00001209
C27D11.1,WBGene00001209
egl-46,WBGene00001210
K11G9.4,WBGene00001210
egl-47,WBGene00001211
C50H2.2,WBGene00001211
ego-1,WBGene00001214
F26A3.3,WBGene00001214
ego-2,WBGene00001215
Y53H1C.2,WBGene00001215
ehn-3,WBGene00001223
ZK616.10,WBGene00001223
ehs-1,WBGene00001224
ZK1248.3,WBGene00001224
eif-3.B,WBGene00001225
Y54E2A.11,WBGene00001225
eif-3.C,WBGene00001226
T23D8.4,WBGene00001226
eif-3.D,WBGene00001227
R08D7.3,WBGene00001227
eif-3.E,WBGene00001228
B0511.10,WBGene00001228
eif-3.F,WBGene00001229
D2013.7,WBGene00001229
eif-3.G,WBGene00001230
F22B5.2,WBGene00001230
eif-3.H,WBGene00001231
C41D11.2,WBGene00001231
eif-3.I,WBGene00001232
Y74C10AR.1,WBGene00001232
eif-3.K,WBGene00001233
